# Target Sample Rate: 500 Hz
time,gFx,gFy,gFz,TgF
5.076879,-0.0533,0.9699,0.1571,0.98
5.088273,-0.0562,0.9721,0.1644,0.99
5.099247,-0.0564,0.9728,0.1644,0.99
5.110205,-0.0335,0.9770,0.1737,0.99
5.120903,-0.0279,0.9811,0.1661,1.00
5.131918,-0.0283,0.9872,0.1561,1.00
5.142741,-0.0398,1.0026,0.1412,1.01
5.154181,-0.0381,1.0183,0.1368,1.03
5.165038,-0.0298,1.0390,0.1510,1.05
5.176564,-0.0252,1.0493,0.1583,1.06
5.183726,-0.0164,1.0908,0.1632,1.10
5.192693,-0.0237,1.1065,0.1659,1.12
5.214836,-0.0300,1.1372,0.1673,1.15
5.231216,-0.0300,1.2140,0.2096,1.23
5.243882,-0.0103,1.2743,0.2138,1.29
5.248409,0.0303,1.3112,0.2020,1.33
5.248570,0.0867,1.3730,0.1781,1.39
5.250227,0.1021,1.3974,0.1681,1.41
5.252373,0.1097,1.4096,0.1627,1.42
5.258508,0.1222,1.4351,0.1522,1.45
5.269879,0.1517,1.5391,0.1219,1.55
5.272289,0.1246,1.7192,0.1200,1.73
5.274252,0.1156,1.7431,0.1229,1.75
5.276317,0.0921,1.7910,0.1363,1.80
5.284702,0.0652,1.8394,0.1529,1.85
5.296983,0.0381,1.8890,0.1771,1.90
5.300222,-0.2734,2.2931,0.5502,2.37
5.302186,-0.3103,2.3292,0.5973,2.42
5.313631,-0.3283,2.3463,0.6205,2.45
5.317657,-0.4327,2.4367,0.7681,2.59
5.318241,-0.4261,2.4340,0.7681,2.59
5.333186,-0.4190,2.4306,0.7632,2.58
5.345250,-0.2086,2.3387,0.5414,2.41
5.348145,-0.0418,2.2677,0.2788,2.29
5.350196,-0.0327,2.2713,0.2568,2.29
5.352070,0.0061,2.2484,0.2169,2.26
5.358448,0.0467,2.2076,0.1825,2.22
5.369596,0.0877,2.1362,0.1121,2.14
5.380284,0.0635,2.1159,0.0288,2.12
5.390972,-0.0195,2.1333,0.0909,2.14
5.401821,-0.0838,2.0896,0.1537,2.10
5.412445,-0.0447,1.9569,0.1652,1.96
5.416158,0.0318,1.5631,0.1239,1.57
5.418195,0.0408,1.5008,0.1290,1.51
5.425646,0.0481,1.4368,0.1400,1.44
5.436547,0.0684,1.2049,0.1705,1.22
5.447316,0.0843,0.8817,0.0088,0.89
5.458188,0.0880,0.8543,-0.0249,0.86
5.468934,0.0782,0.4373,-0.1752,0.48
5.479792,0.0222,0.2858,-0.1300,0.31
5.490775,-0.0889,0.2106,0.0606,0.24
5.501400,-0.0210,0.1109,0.2822,0.30
5.512498,0.0975,-0.0059,0.4163,0.43
5.523014,0.1703,-0.1520,0.5304,0.58
5.533904,0.1116,-0.2125,0.5206,0.57
5.544544,-0.0540,-0.2878,0.4373,0.53
5.555454,-0.0428,-0.2807,0.3955,0.49
5.566042,0.1534,-0.2267,0.5148,0.58
5.576759,0.1969,-0.2042,0.5861,0.65
5.587494,0.0970,-0.0066,0.8773,0.88
5.598527,-0.0542,0.0752,0.7945,0.80
5.609280,-0.0750,0.1510,0.4158,0.45
5.620039,-0.0591,0.2099,-0.0098,0.22
5.630947,-0.0635,0.2785,-0.3386,0.44
5.641791,-0.0826,0.3445,-0.5148,0.62
5.652766,-0.0843,0.3975,-0.6166,0.74
5.663426,-0.0823,0.4317,-0.6831,0.81
5.674008,-0.0550,0.4718,-0.7273,0.87
5.684743,-0.0046,0.4955,-0.7583,0.91
5.695380,0.0027,0.4901,-0.7417,0.89
5.706454,0.0083,0.4371,-0.6533,0.79
5.717276,-0.0513,0.3811,-0.5722,0.69
5.728065,-0.0838,0.3227,-0.5375,0.63
5.738695,-0.0877,0.3032,-0.5372,0.62
5.749355,-0.1092,0.0078,-0.6271,0.64
5.760073,-0.0496,-0.2604,-0.6110,0.67
5.770751,0.0523,-0.6122,-0.5436,0.82
5.781637,0.1630,-1.0444,-0.3657,1.12
5.792474,0.2805,-1.3943,-0.0093,1.42
5.803361,0.3007,-1.6217,0.6257,1.76
5.814137,0.2929,-1.7121,0.9723,1.99
5.824667,0.0298,-1.7397,1.2374,2.14
5.836125,-0.0745,-1.6149,0.7214,1.77
5.847250,-0.1004,-1.4920,-0.0269,1.50
5.866064,-0.0982,-1.4519,-0.1869,1.47
5.869899,-0.2934,-0.8512,-1.1773,1.48
5.870119,-0.3108,-0.8091,-1.1612,1.45
5.879844,-0.3242,-0.7630,-1.1458,1.41
5.891304,-0.3017,-0.5849,-1.0796,1.26
5.894341,-0.1517,-0.0967,-0.8646,0.88
5.896326,-0.1375,-0.0418,-0.8458,0.86
5.898336,-0.1109,0.0774,-0.8172,0.83
5.900411,-0.0889,0.2040,-0.7930,0.82
5.902476,-0.0726,0.3313,-0.7676,0.84
5.908123,-0.0657,0.3941,-0.7534,0.85
5.910296,-0.0706,0.7630,-0.6709,1.02
5.919666,-0.0767,0.8216,-0.6623,1.06
5.930388,-0.1175,1.2396,-0.7830,1.47
5.941097,-0.1473,2.0431,-1.1609,2.35
5.951726,-0.5455,2.3815,-1.6417,2.94
5.962657,-0.9689,3.3619,-1.7275,3.90
5.973417,-1.0122,3.3700,-1.6806,3.90
5.984429,-0.2111,3.2126,-0.9135,3.35
5.995670,0.4207,2.8960,-0.1769,2.93
6.006434,0.7940,2.5313,1.4153,3.01
6.017510,0.8079,2.5066,1.7280,3.15
6.028755,0.5822,2.4814,3.5388,4.36
6.039621,0.1361,2.6659,3.6890,4.55
6.050640,-0.0159,2.5706,3.1579,4.07
6.061342,-0.0621,2.3712,2.2283,3.25
6.072528,0.1285,2.0913,1.3613,2.50
6.083436,0.3418,1.7346,1.0664,2.06
6.094116,0.3706,1.5956,1.0732,1.96
6.104656,0.3645,1.2467,1.1793,1.75
6.115595,0.3071,1.0109,1.0884,1.52
6.126577,0.1979,0.8446,0.8661,1.23
6.137469,0.1630,0.7925,0.7737,1.12
6.148128,0.0518,0.6955,0.5297,0.88
6.158726,0.0352,0.6540,0.3877,0.76
6.169726,0.0349,0.6198,0.1627,0.64
6.180705,0.0472,0.6200,0.0210,0.62
6.191922,0.1094,0.6354,-0.0611,0.65
6.196975,0.1695,0.6169,-0.0965,0.65
6.197040,0.1703,0.6147,-0.0994,0.65
6.203326,0.1698,0.6095,-0.1026,0.64
6.214394,0.1666,0.6034,-0.1029,0.63
6.218141,0.0953,0.5744,-0.0308,0.58
6.227428,0.0892,0.5739,-0.0232,0.58
6.238531,0.0894,0.5932,0.0525,0.60
6.250247,0.1217,0.6232,0.1879,0.66
6.264324,0.1454,0.6848,0.3073,0.76
6.266322,0.1507,0.7571,0.3359,0.84
6.268267,0.1515,0.7708,0.3398,0.86
6.291028,0.1488,0.7859,0.3469,0.87
6.296124,0.1419,0.8751,0.3269,0.94
6.310146,0.1395,0.8827,0.3244,0.95
6.312326,0.1380,0.8878,0.3323,0.96
6.314378,0.1346,0.8866,0.3327,0.96
6.316288,0.1327,0.8859,0.3323,0.96
6.318405,0.1312,0.8859,0.3335,0.96
6.336215,0.1292,0.8829,0.3354,0.95
6.338157,0.1222,0.8797,0.3838,0.97
6.340098,0.1251,0.8800,0.3948,0.97
6.349604,0.1314,0.8863,0.4226,0.99
6.352093,0.1432,0.8888,0.4725,1.02
6.354170,0.1441,0.8876,0.4786,1.02
6.356058,0.1456,0.8861,0.4920,1.02
6.358051,0.1476,0.8873,0.5106,1.03
6.368157,0.1466,0.8898,0.5301,1.05
6.370196,0.1307,0.8961,0.6284,1.10
6.374118,0.1275,0.8927,0.6586,1.12
6.382191,0.1266,0.8937,0.6672,1.12
6.384194,0.1126,0.8890,0.7090,1.14
6.392903,0.1119,0.8885,0.7131,1.14
6.403750,0.1065,0.8905,0.7351,1.16
6.414551,0.1094,0.8934,0.7351,1.16
6.425253,0.1590,0.8961,0.6845,1.14
6.435709,0.1852,0.8861,0.6205,1.10
6.446248,0.1805,0.8705,0.5590,1.05
6.456918,0.1766,0.8656,0.5348,1.03
6.468017,0.1830,0.8336,0.5040,0.99
6.478629,0.2157,0.7979,0.4488,0.94
6.489521,0.1842,0.8265,0.4598,0.96
6.500474,0.1466,0.8155,0.5206,0.98
6.511634,0.1209,0.7442,0.5973,0.96
6.522530,0.0694,0.7483,0.6865,1.02
6.533194,0.0809,0.7549,0.7659,1.08
6.544079,0.1214,0.7407,0.8502,1.13
6.554803,0.1092,0.6792,0.8121,1.06
6.565416,0.0596,0.6760,0.8306,1.07
6.576278,0.0528,0.7007,0.8690,1.12
6.587176,0.0000,0.7068,0.9479,1.18
6.598541,0.0088,0.7146,0.9147,1.16
6.609551,0.0469,0.7029,0.8741,1.12
6.620173,0.0335,0.6909,0.8441,1.09
6.630952,0.0261,0.6731,0.7808,1.03
6.641806,0.0388,0.6640,0.7464,1.00
6.653260,0.0542,0.6562,0.7319,0.98
6.664562,0.0616,0.6479,0.7398,0.99
6.676720,0.0540,0.6565,0.7727,1.02
6.695470,0.0462,0.6679,0.7903,1.04
6.698134,0.0298,0.6640,0.7923,1.03
6.700060,0.0325,0.6640,0.7879,1.03
6.707647,0.0364,0.6640,0.7818,1.03
6.718329,0.0633,0.6721,0.7749,1.03
6.728867,0.1053,0.6894,0.7661,1.04
